run,recorded_date,recorded_reference_path,archived_genbank,reference_fasta,reference_length,summary_json,log,recorded_command
20240102atec/AL18_S23,Wed Apr 24 10:37:00 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL18_S23/output/summary.json,out/20240102atec/AL18_S23/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL18_S23_R1_001.fastq
20240102atec/AL19_S24,Wed Apr 24 10:37:00 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL19_S24/output/summary.json,out/20240102atec/AL19_S24/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL19_S24_R1_001.fastq
20240102atec/AL20_S25,Wed Apr 24 10:37:01 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL20_S25/output/summary.json,out/20240102atec/AL20_S25/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL20_S25_R1_001.fastq
20240102atec/AL21_S26,Wed Apr 24 10:37:00 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL21_S26/output/summary.json,out/20240102atec/AL21_S26/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL21_S26_R1_001.fastq
20240102atec/AL22_S27,Wed Apr 24 10:37:00 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL22_S27/output/summary.json,out/20240102atec/AL22_S27/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL22_S27_R1_001.fastq
20240102atec/AL23_S28,Wed Apr 24 10:37:00 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL23_S28/output/summary.json,out/20240102atec/AL23_S28/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL23_S28_R1_001.fastq
20240102atec/AL24_S5,Wed Apr 24 10:37:00 2024,/work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/genbank/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk,reference/fasta/f499d2af97a2825411b72225a3fb8bd6e2e920d3ecce21d4af859178cad551f6.fasta,4892533,out/20240102atec/AL24_S5/output/summary.json,out/20240102atec/AL24_S5/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/all_ATEC_annotated_contigs_w_locustag_w_genetags.gbk /work/greencenter/s434226/plac/data/20240418/fastq/AL24_S5_R1_001.fastq
20240102pcr/AL11_S16,Tue Jan  2 14:11:27 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240102pcr/AL11_S16/output/summary.json,out/20240102pcr/AL11_S16/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240102/fastq/AL11_S16_R1_001.fastq
20240102pcr/AL12_S17,Tue Jan  2 14:11:27 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240102pcr/AL12_S17/output/summary.json,out/20240102pcr/AL12_S17/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240102/fastq/AL12_S17_R1_001.fastq
20240102pcr/AL13_S18,Tue Jan  2 14:11:27 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240102pcr/AL13_S18/output/summary.json,out/20240102pcr/AL13_S18/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240102/fastq/AL13_S18_R1_001.fastq
20240102pcr/AL14_S19,Tue Jan  2 14:11:28 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240102pcr/AL14_S19/output/summary.json,out/20240102pcr/AL14_S19/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240102/fastq/AL14_S19_R1_001.fastq
20240102pcr/AL15_S20,Tue Jan  2 14:11:27 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240102pcr/AL15_S20/output/summary.json,out/20240102pcr/AL15_S20/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240102/fastq/AL15_S20_R1_001.fastq
20240102pcr/AL16_S21,Tue Jan  2 14:11:27 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240102pcr/AL16_S21/output/summary.json,out/20240102pcr/AL16_S21/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240102/fastq/AL16_S21_R1_001.fastq
20240416/PC10_S200,Tue Apr 16 17:14:21 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC10_S200/output/summary.json,out/20240416/PC10_S200/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC10_S200_R1_001.fastq
20240416/PC1_S191,Tue Apr 16 17:15:25 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC1_S191/output/summary.json,out/20240416/PC1_S191/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC1_S191_R1_001.fastq
20240416/PC2_S192,Tue Apr 16 17:17:15 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC2_S192/output/summary.json,out/20240416/PC2_S192/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC2_S192_R1_001.fastq
20240416/PC3_S193,Tue Apr 16 17:17:21 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC3_S193/output/summary.json,out/20240416/PC3_S193/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC3_S193_R1_001.fastq
20240416/PC4_S194,Tue Apr 16 17:18:12 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC4_S194/output/summary.json,out/20240416/PC4_S194/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC4_S194_R1_001.fastq
20240416/PC5_S195,Tue Apr 16 17:18:21 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC5_S195/output/summary.json,out/20240416/PC5_S195/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC5_S195_R1_001.fastq
20240416/PC6_S196,Tue Apr 16 17:19:37 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC6_S196/output/summary.json,out/20240416/PC6_S196/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC6_S196_R1_001.fastq
20240416/PC7_S197,Tue Apr 16 17:21:47 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC7_S197/output/summary.json,out/20240416/PC7_S197/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC7_S197_R1_001.fastq
20240416/PC8_S198,Tue Apr 16 17:26:24 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC8_S198/output/summary.json,out/20240416/PC8_S198/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC8_S198_R1_001.fastq
20240416/PC9_S199,Tue Apr 16 17:34:07 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PC9_S199/output/summary.json,out/20240416/PC9_S199/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PC9_S199_R1_001.fastq
20240416/PP_S190,Tue Apr 16 17:37:01 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240416/PP_S190/output/summary.json,out/20240416/PP_S190/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240416/fastq/PP_S190_R1_001.fastq
20240611/PA10_S200,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA10_S200/output/summary.json,out/20240611/PA10_S200/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA10_S200_R1_001.fastq
20240611/PA1_S191,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA1_S191/output/summary.json,out/20240611/PA1_S191/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA1_S191_R1_001.fastq
20240611/PA2_S192,Tue Jun 11 13:47:48 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA2_S192/output/summary.json,out/20240611/PA2_S192/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA2_S192_R1_001.fastq
20240611/PA3_S193,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA3_S193/output/summary.json,out/20240611/PA3_S193/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA3_S193_R1_001.fastq
20240611/PA4_S194,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA4_S194/output/summary.json,out/20240611/PA4_S194/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA4_S194_R1_001.fastq
20240611/PA5_S195,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA5_S195/output/summary.json,out/20240611/PA5_S195/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA5_S195_R1_001.fastq
20240611/PA6_S196,Tue Jun 11 13:47:48 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA6_S196/output/summary.json,out/20240611/PA6_S196/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA6_S196_R1_001.fastq
20240611/PA7_S197,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA7_S197/output/summary.json,out/20240611/PA7_S197/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA7_S197_R1_001.fastq
20240611/PA8_S198,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA8_S198/output/summary.json,out/20240611/PA8_S198/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA8_S198_R1_001.fastq
20240611/PA9_S199,Tue Jun 11 13:47:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PA9_S199/output/summary.json,out/20240611/PA9_S199/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PA9_S199_R1_001.fastq
20240611/PP3_S190,Tue Jun 11 13:47:49 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240611/PP3_S190/output/summary.json,out/20240611/PP3_S190/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240611/fastq/PP3_S190_R1_001.fastq
20240729/A1_S346,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/A1_S346/output/summary.json,out/20240729/A1_S346/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/A1_S346_R1_001.fastq
20240729/A2_S350,Mon Aug  5 12:50:34 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/A2_S350/output/summary.json,out/20240729/A2_S350/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/A2_S350_R1_001.fastq
20240729/A3_S354,Mon Aug  5 12:50:32 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/A3_S354/output/summary.json,out/20240729/A3_S354/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/A3_S354_R1_001.fastq
20240729/AA_S345,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/AA_S345/output/summary.json,out/20240729/AA_S345/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/AA_S345_R1_001.fastq
20240729/B1_S347,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/B1_S347/output/summary.json,out/20240729/B1_S347/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/B1_S347_R1_001.fastq
20240729/B2_S351,Mon Aug  5 12:50:32 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/B2_S351/output/summary.json,out/20240729/B2_S351/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/B2_S351_R1_001.fastq
20240729/B3_S355,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/B3_S355/output/summary.json,out/20240729/B3_S355/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/B3_S355_R1_001.fastq
20240729/C1_S348,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/C1_S348/output/summary.json,out/20240729/C1_S348/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/C1_S348_R1_001.fastq
20240729/C2_S352,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/C2_S352/output/summary.json,out/20240729/C2_S352/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/C2_S352_R1_001.fastq
20240729/C3_S356,Mon Aug  5 12:50:32 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/C3_S356/output/summary.json,out/20240729/C3_S356/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/C3_S356_R1_001.fastq
20240729/D1_S349,Mon Aug  5 12:50:32 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/D1_S349/output/summary.json,out/20240729/D1_S349/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/D1_S349_R1_001.fastq
20240729/D2_S353,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/D2_S353/output/summary.json,out/20240729/D2_S353/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/D2_S353_R1_001.fastq
20240729/D3_S357,Mon Aug  5 12:50:33 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20240729/D3_S357/output/summary.json,out/20240729/D3_S357/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20240729/fastq/D3_S357_R1_001.fastq
20241022/A10_S143,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A10_S143/output/summary.json,out/20241022/A10_S143/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A10_S143_R1_001.fastq
20241022/A1_S134,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A1_S134/output/summary.json,out/20241022/A1_S134/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A1_S134_R1_001.fastq
