run,recorded_date,recorded_reference_path,archived_genbank,reference_fasta,reference_length,summary_json,log,recorded_command
20241022/A2_S135,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A2_S135/output/summary.json,out/20241022/A2_S135/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A2_S135_R1_001.fastq
20241022/A3_S136,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A3_S136/output/summary.json,out/20241022/A3_S136/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A3_S136_R1_001.fastq
20241022/A4_S137,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A4_S137/output/summary.json,out/20241022/A4_S137/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A4_S137_R1_001.fastq
20241022/A5_S138,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A5_S138/output/summary.json,out/20241022/A5_S138/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A5_S138_R1_001.fastq
20241022/A6_S139,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A6_S139/output/summary.json,out/20241022/A6_S139/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A6_S139_R1_001.fastq
20241022/A7_S140,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A7_S140/output/summary.json,out/20241022/A7_S140/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A7_S140_R1_001.fastq
20241022/A8_S141,Tue Oct 22 17:40:30 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A8_S141/output/summary.json,out/20241022/A8_S141/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A8_S141_R1_001.fastq
20241022/A9_S142,Tue Oct 22 17:40:30 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/A9_S142/output/summary.json,out/20241022/A9_S142/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/A9_S142_R1_001.fastq
20241022/B10_S153,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B10_S153/output/summary.json,out/20241022/B10_S153/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B10_S153_R1_001.fastq
20241022/B1_S144,Tue Oct 22 17:40:30 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B1_S144/output/summary.json,out/20241022/B1_S144/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B1_S144_R1_001.fastq
20241022/B2_S145,Tue Oct 22 17:40:30 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B2_S145/output/summary.json,out/20241022/B2_S145/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B2_S145_R1_001.fastq
20241022/B3_S146,Tue Oct 22 17:40:31 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B3_S146/output/summary.json,out/20241022/B3_S146/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B3_S146_R1_001.fastq
20241022/B4_S147,Tue Oct 22 18:29:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B4_S147/output/summary.json,out/20241022/B4_S147/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B4_S147_R1_001.fastq
20241022/B5_S148,Tue Oct 22 18:38:41 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B5_S148/output/summary.json,out/20241022/B5_S148/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B5_S148_R1_001.fastq
20241022/B6_S149,Tue Oct 22 18:40:50 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B6_S149/output/summary.json,out/20241022/B6_S149/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B6_S149_R1_001.fastq
20241022/B7_S150,Tue Oct 22 18:45:46 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B7_S150/output/summary.json,out/20241022/B7_S150/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B7_S150_R1_001.fastq
20241022/B8_S151,Tue Oct 22 18:49:51 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B8_S151/output/summary.json,out/20241022/B8_S151/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B8_S151_R1_001.fastq
20241022/B9_S152,Tue Oct 22 18:49:59 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/B9_S152/output/summary.json,out/20241022/B9_S152/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/B9_S152_R1_001.fastq
20241022/C10_S163,Tue Oct 22 18:51:22 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C10_S163/output/summary.json,out/20241022/C10_S163/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C10_S163_R1_001.fastq
20241022/C1_S154,Tue Oct 22 18:52:16 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C1_S154/output/summary.json,out/20241022/C1_S154/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C1_S154_R1_001.fastq
20241022/C2_S155,Tue Oct 22 18:55:58 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C2_S155/output/summary.json,out/20241022/C2_S155/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C2_S155_R1_001.fastq
20241022/C3_S156,Tue Oct 22 18:56:13 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C3_S156/output/summary.json,out/20241022/C3_S156/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C3_S156_R1_001.fastq
20241022/C4_S157,Tue Oct 22 18:56:57 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C4_S157/output/summary.json,out/20241022/C4_S157/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C4_S157_R1_001.fastq
20241022/C5_S158,Tue Oct 22 18:57:23 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C5_S158/output/summary.json,out/20241022/C5_S158/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C5_S158_R1_001.fastq
20241022/C6_S159,Tue Oct 22 19:01:10 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C6_S159/output/summary.json,out/20241022/C6_S159/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C6_S159_R1_001.fastq
20241022/C7_S160,Tue Oct 22 19:01:21 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C7_S160/output/summary.json,out/20241022/C7_S160/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C7_S160_R1_001.fastq
20241022/C8_S161,Tue Oct 22 19:48:51 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C8_S161/output/summary.json,out/20241022/C8_S161/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C8_S161_R1_001.fastq
20241022/C9_S162,Tue Oct 22 19:50:55 2024,/work/greencenter/s434226/plac/reference/data/sequence-4.gb,reference/genbank/sequence-4.gb,reference/fasta/b87b7df1a2f597f8b3cdbf0c4f49edbf7a107deb343fcd687bffc0f4b4864227.fasta,4641652,out/20241022/C9_S162/output/summary.json,out/20241022/C9_S162/output/log.txt,breseq --polymorphism-prediction --num-processors 16 -r /work/greencenter/s434226/plac/reference/data/sequence-4.gb /work/greencenter/s434226/plac/data/20241022/fastq/C9_S162_R1_001.fastq
