Day,Tube,Strain,Culture,Name,Replicate,Time,Count,Dilution,Factor,CFU,TimeZero,Fraction,source_excel_row,count_effective,dilution_effective,factor_effective,clarification,possible_handling_failure,count_status,fraction_workbook,fraction_observed,included_in_original_panel,replicate_original,cfu_formula,formula_volume_mL,below_detection,detection_limit,fraction_lower,fraction_upper,fraction_plot,record_note,source_workbook,figure
1,4,prs,1,prs,1,7,54,0,1.0,2700.0,54999999.99999999,4.90909090909091e-05,80,54,0,1.0,,False,measured,4.90909090909091e-05,4.90909090909091e-05,True,1,=H80/(J80*0.02),0.02,False,9.090909090909093e-07,4.90909090909091e-05,4.90909090909091e-05,4.90909090909091e-05,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,5,prs,2,prs,2,7,40,0,1.0,2000.0,99999999.99999999,2e-05,81,40,0,1.0,,False,measured,2e-05,2e-05,True,2,=H81/(J81*0.02),0.02,False,5.000000000000001e-07,2e-05,2e-05,2e-05,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,6,prs,3,prs,3,7,45,0,1.0,2250.0,85000000.0,2.647058823529412e-05,82,45,0,1.0,,False,measured,2.647058823529412e-05,2.647058823529412e-05,True,3,=H82/(J82*0.02),0.02,False,5.88235294117647e-07,2.647058823529412e-05,2.647058823529412e-05,2.647058823529412e-05,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,7,hipa,1,hipa,1,7,13,-1,10.0,65.0,174999999.99999997,3.714285714285715e-07,83,13,-1,10.0,,False,measured,3.714285714285715e-07,3.714285714285715e-07,True,1,=H83/(J83*0.02),0.02,False,2.857142857142858e-08,3.714285714285715e-07,3.714285714285715e-07,3.714285714285715e-07,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,8,hipa,2,hipa,2,7,20,-1,10.0,100.0,145000000.0,6.896551724137931e-07,84,20,-1,10.0,,False,measured,6.896551724137931e-07,6.896551724137931e-07,True,2,=H84/(J84*0.02),0.02,False,3.448275862068966e-08,6.896551724137931e-07,6.896551724137931e-07,6.896551724137931e-07,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,9,hipa,3,hipa,3,7,10,-1,10.0,50.0,184999999.99999997,2.702702702702703e-07,85,10,-1,10.0,,False,measured,2.702702702702703e-07,2.702702702702703e-07,True,3,=H85/(J85*0.02),0.02,False,2.702702702702703e-08,2.702702702702703e-07,2.702702702702703e-07,2.702702702702703e-07,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,10,pc,1,pc,1,7,90,2,0.01,450000.0,114999999.99999999,0.00391304347826087,86,90,2,0.01,,False,measured,0.00391304347826087,0.00391304347826087,True,1,=H86/(J86*0.02),0.02,False,4.347826086956523e-05,0.00391304347826087,0.00391304347826087,0.00391304347826087,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,11,pc,2,pc,2,7,90,2,0.01,450000.0,85000000.0,0.005294117647058823,87,90,2,0.01,,False,measured,0.005294117647058823,0.005294117647058823,True,2,=H87/(J87*0.02),0.02,False,5.882352941176471e-05,0.005294117647058823,0.005294117647058823,0.005294117647058823,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,12,pc,3,pc,3,7,73,2,0.01,365000.0,99999999.99999999,0.0036500000000000005,88,73,2,0.01,,False,measured,0.0036500000000000005,0.0036500000000000005,True,3,=H88/(J88*0.02),0.02,False,5.000000000000001e-05,0.0036500000000000005,0.0036500000000000005,0.0036500000000000005,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,13,plac,1,plac,1,7,56,-1,10.0,280.0,99999999.99999999,2.8000000000000003e-06,89,56,-1,10.0,,False,measured,2.8000000000000003e-06,2.8000000000000003e-06,True,1,=H89/(J89*0.02),0.02,False,5.000000000000001e-08,2.8000000000000003e-06,2.8000000000000003e-06,2.8000000000000003e-06,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,14,plac,2,plac,2,7,52,-1,10.0,260.0,119999999.99999999,2.166666666666667e-06,90,52,-1,10.0,,False,measured,2.166666666666667e-06,2.166666666666667e-06,True,2,=H90/(J90*0.02),0.02,False,4.166666666666667e-08,2.166666666666667e-06,2.166666666666667e-06,2.166666666666667e-06,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
1,15,plac,3,plac,3,7,47,-1,10.0,235.0,140000000.0,1.6785714285714286e-06,91,47,-1,10.0,,False,measured,1.6785714285714286e-06,1.6785714285714286e-06,True,3,=H91/(J91*0.02),0.02,False,3.571428571428571e-08,1.6785714285714286e-06,1.6785714285714286e-06,1.6785714285714286e-06,,working/figures/Supplemental Figure 10 - mutant prs and other/D - prs_hipA mdk/MDK_prs_mutant.xlsx,Supplementary Figure 10
