Culture,day,after,before,survival_percent,antibiotic
7,15,2700000.0,119999999.99999999,2.2500000000000004,Cefepime
7,16,1400000.0,1500000000.0,0.09333333333333334,Cefepime
7,17,21499999.999999996,174999999.99999997,12.285714285714285,Cefepime
7,18,5499999.999999999,170000000.0,3.235294117647058,Cefepime
7,19,7999999.999999999,99999999.99999999,8.0,Cefepime
7,20,13499999.999999998,194999999.99999997,6.923076923076923,Cefepime
8,1,110000.0,214999999.99999997,0.051162790697674425,Cefepime
8,2,7500.0,155000000.0,0.004838709677419355,Cefepime
8,3,899999.9999999999,64999999.99999999,1.3846153846153846,Cefepime
8,4,19000.0,160000000.0,0.011875,Cefepime
8,5,24500.0,359999999.99999994,0.006805555555555557,Cefepime
8,6,2300000.0,209999999.99999997,1.0952380952380953,Cefepime
8,7,2500000.0,249999999.99999997,1.0000000000000002,Cefepime
8,8,5499999.999999999,199999999.99999997,2.75,Cefepime
8,9,8499999.999999998,80000000.0,10.624999999999996,Cefepime
8,10,24999999.999999996,174999999.99999997,14.285714285714285,Cefepime
8,11,9499999.999999998,300000000.0,3.166666666666666,Cefepime
8,12,40000000.0,184999999.99999997,21.621621621621625,Cefepime
8,13,145000000.0,135000000.0,107.4074074074074,Cefepime
8,14,14999999.999999998,200000000.0,7.499999999999999,Cefepime
8,15,550000.0,40000000.0,1.375,Cefepime
8,16,75000000.0,290000000.0,25.862068965517242,Cefepime
8,17,174999999.99999997,209999999.99999997,83.33333333333333,Cefepime
8,18,40000000.0,259999999.99999997,15.384615384615387,Cefepime
8,19,8499999.999999998,11999999.999999998,70.83333333333333,Cefepime
8,20,23499999.999999996,209999999.99999997,11.19047619047619,Cefepime
9,1,305000.0,194999999.99999997,0.15641025641025644,Cefepime
9,2,4500.0,85000000.0,0.005294117647058823,Cefepime
9,3,2150000.0,285000000.0,0.7543859649122807,Cefepime
9,4,33000.0,189999999.99999997,0.01736842105263158,Cefepime
9,5,39000.0,310000000.0,0.012580645161290323,Cefepime
9,6,80000.0,209999999.99999997,0.0380952380952381,Cefepime
9,7,2500000.0,254999999.99999997,0.9803921568627452,Cefepime
9,8,18499999.999999996,179999999.99999997,10.277777777777777,Cefepime
9,9,2999999.9999999995,160000000.0,1.8749999999999996,Cefepime
9,10,2400000.0,124999999.99999999,1.9200000000000002,Cefepime
9,11,550000.0,325000000.0,0.16923076923076924,Cefepime
9,12,3399999.9999999995,234999999.99999997,1.4468085106382977,Cefepime
9,13,1999999.9999999998,214999999.99999997,0.9302325581395349,Cefepime
9,14,5499999.999999999,70000000.0,7.857142857142856,Cefepime
9,15,35000000.0,155000000.0,22.580645161290324,Cefepime
9,16,75000000.0,280000000.0,26.785714285714285,Cefepime
9,17,89999999.99999999,325000000.0,27.692307692307686,Cefepime
9,18,44999999.99999999,194999999.99999997,23.076923076923077,Cefepime
9,19,49999999.99999999,194999999.99999997,25.64102564102564,Cefepime
9,20,85000000.0,170000000.0,50.0,Cefepime
10,1,550000.0,204999999.99999997,0.2682926829268293,Cefepime
10,2,700000.0,335000000.0,0.208955223880597,Cefepime
10,3,26000.0,275000000.0,0.009454545454545455,Cefepime
10,4,399999.99999999994,229999999.99999997,0.17391304347826086,Cefepime
10,5,1649999.9999999998,400000000.0,0.4124999999999999,Cefepime
10,6,1400000.0,219999999.99999997,0.6363636363636365,Cefepime
10,7,255000.0,165000000.0,0.15454545454545454,Cefepime
10,8,1949999.9999999998,204999999.99999997,0.9512195121951219,Cefepime
10,9,8999999.999999998,124999999.99999999,7.199999999999999,Cefepime
10,10,7499999.999999999,179999999.99999997,4.166666666666667,Cefepime
10,11,5499999.999999999,140000000.0,3.928571428571428,Cefepime
10,12,15999999.999999998,204999999.99999997,7.804878048780488,Cefepime
10,13,17499999.999999996,239999999.99999997,7.291666666666665,Cefepime
10,14,104999999.99999999,135000000.0,77.77777777777776,Cefepime
10,15,189999999.99999997,165000000.0,115.15151515151513,Cefepime
10,16,119999999.99999999,174999999.99999997,68.57142857142857,Cefepime
10,17,285000000.0,170000000.0,167.64705882352942,Cefepime
10,18,64999999.99999999,160000000.0,40.62499999999999,Cefepime
10,19,104999999.99999999,145000000.0,72.41379310344826,Cefepime
10,20,80000000.0,150000000.0,53.333333333333336,Cefepime
