Panel,also_shown_in,value,Antibiotic,contrast_id,Group1,Group2,n1,n2,n_pairs,geomean1,geomean2,ratio,ratio_lo,ratio_hi,test,interval_method,t,df,r_pairs,p,p_other_test,other_test,other_test_ids,p_raw_scale,p_exact,exact_test,fit_range_lo,fit_range_hi,fit_range_method,fit_resamples,fit_seed,p_excl_lineages_238,ratio_excl_lineages_238,p_holm,p_bh,p_bonferroni,p_holm_figure,p_holm_excl_238,k,p_other_test_holm,p_raw_scale_holm,p_exact_holm,sensitivity_family,significant
Figure 3b-d,Supplementary Figure 7,IC50,Cefepime,CEF:P-vs-PLA,P,PLA,10,10,10.0,0.03818599205397341,0.04747903728341877,1.2433626764576453,0.90176158073555,1.7143674982770019,"paired t on log10, aligned on culture",paired log-ratio t interval,1.533948362727553,9.0,0.03452676135872453,0.1594108210437383,0.1560409894659334,Welch,,0.15822900441326151,0.150390625,sign-flip,0.9753844562789789,1.6906924752709824,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,0.09424054597373216,1.222841043831619,0.3188216420874766,0.19129298525248595,0.9564649262624298,0.6376432841749532,0.2827216379211965,6.0,0.3120819789318668,0.31645800882652303,0.30078125,same panel and antibiotic as primary,False
Figure 3b-d,Supplementary Figure 7,MIC,Cefepime,CEF:P-vs-PLA,P,PLA,10,10,10.0,0.1522032837085734,0.10029852136234149,0.658977381554954,0.3478292623758309,1.2484607719169218,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3b-d,Supplementary Figure 7,IC50,Cefepime,CEF:P-vs-PLAC,P,PLAC,10,10,10.0,0.03818599205397341,0.0529445114644519,1.386490401758275,1.0031664576723074,1.916287789992851,"paired t on log10, aligned on culture",paired log-ratio t interval,2.284256650126726,9.0,-0.11532393053218802,0.04822558520021172,0.03501160195692472,Welch,,0.050195962438007245,0.044921875,sign-flip,1.0685766377442223,1.8693357216975175,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,0.4028067469739008,1.1022142530267254,0.14467675560063514,0.07233837780031759,0.2893535112012703,0.2411279260010586,0.8056134939478016,6.0,0.10503480587077417,0.15058788731402173,0.134765625,same panel and antibiotic as primary,False
Figure 3b-d,Supplementary Figure 7,MIC,Cefepime,CEF:P-vs-PLAC,P,PLAC,10,10,10.0,0.1522032837085734,0.4733149723335541,3.1097553272228957,1.2536380721264604,7.714011252695635,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3b-d,Supplementary Figure 7,IC50,Cefepime,CEF:PL-vs-PLA,PL,PLA,10,10,10.0,0.07940924848136299,0.04747903728341877,0.597903118231397,0.4306187548473791,0.8301731746856442,"paired t on log10, aligned on culture",paired log-ratio t interval,-3.5449959182559714,9.0,0.1963002161062365,0.00626483691440522,0.005615755349777862,Welch,,0.008042192505541878,0.005859375,sign-flip,0.45627410084299813,0.7848696188336972,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,0.013684732542841638,0.6821951156892462,0.02505934765762088,0.01252967382881044,0.03758902148643132,0.04385385840083654,0.05473893017136655,6.0,0.02807877674888931,0.03216877002216751,0.0234375,same panel and antibiotic as primary,True
Figure 3b-d,Supplementary Figure 7,MIC,Cefepime,CEF:PL-vs-PLA,PL,PLA,10,10,10.0,0.5541861505315706,0.10029852136234149,0.18098344981399483,0.08958421246289093,0.3656337227962251,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3b-d,Supplementary Figure 7,IC50,Cefepime,CEF:PL-vs-PLAC,PL,PLAC,10,10,10.0,0.07940924848136299,0.0529445114644519,0.666729788745926,0.5373375078503572,0.8272800701732954,"paired t on log10, aligned on culture",paired log-ratio t interval,-4.250177162612448,9.0,0.661423692290807,0.0021419122014998634,0.018569049613740323,Welch,,0.0016462737349267678,0.00390625,sign-flip,0.545296936052701,0.8024196347891834,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,0.004107246368319717,0.6149001815492222,0.010709561007499317,0.006425736604499591,0.012851473208999181,0.01936702575619637,0.020536231841598585,6.0,0.07427619845496129,0.00823136867463384,0.01953125,same panel and antibiotic as primary,True
Figure 3b-d,Supplementary Figure 7,MIC,Cefepime,CEF:PL-vs-PLAC,PL,PLAC,10,10,10.0,0.5541861505315706,0.4733149723335541,0.8540721775157216,0.384595868571529,1.8966383781389518,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3b-d,Supplementary Figure 7,IC50,Cefepime,CEF:PLA-vs-PLAC,PLA,PLAC,10,10,10.0,0.04747903728341877,0.0529445114644519,1.1151134162305743,0.766772623453095,1.6217036094188195,"paired t on log10, aligned on culture",paired log-ratio t interval,0.6581094381260991,9.0,0.1941931950464989,0.5269413837589554,0.5619824374943196,Welch,,0.5452441531766671,0.533203125,sign-flip,0.8188795886554672,1.531008388863369,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,0.43697065237386773,0.9013552976379295,0.5269413837589554,0.5269413837589554,1.0,1.0,0.8056134939478016,6.0,0.5619824374943196,0.5452441531766671,0.533203125,same panel and antibiotic as primary,False
Figure 3b-d,Supplementary Figure 7,MIC,Cefepime,CEF:PLA-vs-PLAC,PLA,PLAC,10,10,10.0,0.10029852136234149,0.4733149723335541,4.719062314225372,2.495862321420681,8.92258716933792,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 3b-d,,IC50,Levofloxacin,LEV:P-vs-PCr,P,PCr,6,6,6.0,0.03220195831418328,0.12871179274453223,3.997017556781365,2.0441915082512887,7.815387787656611,"paired t on log10, aligned on culture",paired log-ratio t interval,5.311589575479274,5.0,0.06036014226192594,0.0031618670363619426,0.002593651103235388,Welch,,0.005989253539007852,0.03125,sign-flip,2.4204436264180456,6.185915276933904,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.0031618670363619426,0.0031618670363619426,0.0031618670363619426,0.007183933061393193,,1.0,0.002593651103235388,0.005989253539007852,0.03125,same panel and antibiotic as primary,True
Supplementary Figure 3b-d,,MIC,Levofloxacin,LEV:P-vs-PCr,P,PCr,6,6,6.0,0.09107823603581396,0.45142743610503444,4.956479788733757,3.702192731075161,6.635713935128323,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 3b-d,,IC50,Amikacin,AMI:P-vs-PCr,P,PCr,6,6,6.0,2.8117167808240233,4.985654106677105,1.7731708046412735,0.9959343900778708,3.1569697098082394,"paired t on log10, aligned on culture",paired log-ratio t interval,2.5524273621689795,5.0,0.7076832486587723,0.05111493054652427,0.09809533155119912,Welch,,0.06126314397501062,0.09375,sign-flip,1.127759388440603,2.6867476342313066,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.05111493054652427,0.05111493054652427,0.05111493054652427,0.05111493054652427,,1.0,0.09809533155119912,0.06126314397501062,0.09375,same panel and antibiotic as primary,False
Supplementary Figure 3b-d,,MIC,Amikacin,AMI:P-vs-PCr,P,PCr,6,6,6.0,37.541413886088,32.00509748644479,0.8525277599708403,0.45994050967423006,1.5802121496879764,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 3b-d,,IC50,Cefepime,CEF:P-vs-PCr,P,PCr,6,6,6.0,0.035788067367880524,3.9108798343142697,109.2788776245639,12.958504608542817,921.5471580734563,"paired t on log10, aligned on culture",paired log-ratio t interval,5.65910345765405,5.0,-0.3171968293427894,0.0023946443537977307,0.002093567862521718,Welch,,0.04942242813951614,0.03125,sign-flip,21.59101337967051,372.5833679893258,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.0023946443537977307,0.0023946443537977307,0.0023946443537977307,0.007183933061393193,,1.0,0.002093567862521718,0.04942242813951614,0.03125,same panel and antibiotic as primary,True
Supplementary Figure 3b-d,,MIC,Cefepime,CEF:P-vs-PCr,P,PCr,6,6,6.0,0.19932355910783653,81.24221596731563,407.58963130576365,145.69697663925197,1140.2385374084129,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 4b-d,,IC50,Levofloxacin,LEV:ATEC-vs-ATEC-C,ATEC,ATEC-C,6,6,,0.024982466697307484,0.02723057196820457,1.0899873218339715,0.9883844387901115,1.202034669033359,Welch t on log10,Welch log-ratio t interval,2.077174842563336,7.085893966740888,,0.07591993362298537,0.12138092504132218,paired on shared numeric IDs; matching unconfirmed,"1,2,3,4,5,6",0.07932423769843276,0.06277056277056277,permutation,0.9991759410676071,1.2010126084548014,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.07591993362298537,0.07591993362298537,0.07591993362298537,0.22775980086895609,,1.0,0.12138092504132218,0.07932423769843276,0.06277056277056277,same panel and antibiotic as primary,False
Supplementary Figure 4b-d,,MIC,Levofloxacin,LEV:ATEC-vs-ATEC-C,ATEC,ATEC-C,6,6,,0.08211063111676516,0.0884574793508053,1.077296303142703,0.8448792085121035,1.37364881638972,descriptive,Welch log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 4b-d,,IC50,Amikacin,AMI:ATEC-vs-ATEC-C,ATEC,ATEC-C,6,6,,8.320536868972816,6.381005254430059,0.7668982608832314,0.5019285863121593,1.171746257504356,Welch t on log10,Welch log-ratio t interval,-1.40418493837157,9.541084219902155,,0.19196860087017606,0.3409684526202278,paired on shared numeric IDs; matching unconfirmed,"1,2,3,4,5,6",0.20387183539159623,0.22077922077922077,permutation,0.5118939701183703,1.081113707610764,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.19196860087017606,0.19196860087017606,0.19196860087017606,0.31751865364566684,,1.0,0.3409684526202278,0.20387183539159623,0.22077922077922077,same panel and antibiotic as primary,False
Supplementary Figure 4b-d,,MIC,Amikacin,AMI:ATEC-vs-ATEC-C,ATEC,ATEC-C,6,6,,59.96208362631648,36.90445450946187,0.615463177354715,0.40350233709383027,0.9387676051836017,descriptive,Welch log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 4b-d,,IC50,Cefepime,CEF:ATEC-vs-ATEC-C,ATEC,ATEC-C,6,6,,0.04361536331174151,0.03538395268889473,0.8112726801330843,0.5967619370790741,1.1028909865662353,Welch t on log10,Welch log-ratio t interval,-1.530735447157063,9.401911561543034,,0.15875932682283342,0.2931759616493121,paired on shared numeric IDs; matching unconfirmed,"1,2,3,4,5,6",0.1627162268709469,0.15367965367965367,permutation,0.6367996040739033,1.0529632394871749,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.15875932682283342,0.15875932682283342,0.15875932682283342,0.31751865364566684,,1.0,0.2931759616493121,0.1627162268709469,0.15367965367965367,same panel and antibiotic as primary,False
Supplementary Figure 4b-d,,MIC,Cefepime,CEF:ATEC-vs-ATEC-C,ATEC,ATEC-C,6,6,,0.24565523477008128,0.24001161582017236,0.9770262622117903,0.5662724901597322,1.6857261011960465,descriptive,Welch log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 6a-c,,IC50,Levofloxacin,LEV:P-vs-P-unt,P,P-unt,4,4,4.0,0.024698748496561035,0.030222781181963955,1.223656380248257,1.1302529390305647,1.3247786271686706,"paired t on log10, aligned on culture",paired log-ratio t interval,8.089923679718133,3.0,0.8126698724993516,0.003946843234391711,0.011601896931030756,Welch,,0.0032742860126348484,0.125,sign-flip,1.0989950426332695,1.3890607162913633,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.003946843234391711,0.003946843234391711,0.003946843234391711,0.011840529703175133,,1.0,0.011601896931030756,0.0032742860126348484,0.125,same panel and antibiotic as primary,True
Supplementary Figure 6a-c,,MIC,Levofloxacin,LEV:P-vs-P-unt,P,P-unt,4,4,4.0,0.07754849370986454,0.09836907958518586,1.2684847232909282,0.805584049483749,1.9973750650271807,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 6a-c,,IC50,Amikacin,AMI:P-vs-P-unt,P,P-unt,4,4,4.0,3.4569659181567536,2.4562684236652848,0.710527231629452,0.5661744013544925,0.891684515723835,"paired t on log10, aligned on culture",paired log-ratio t interval,-4.788948414815543,3.0,0.6822231214879697,0.01731637960062372,0.03317190224895669,Welch,,0.01491242400051013,0.125,sign-flip,0.6088299325202116,0.8488148958911997,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.01731637960062372,0.01731637960062372,0.01731637960062372,0.03463275920124744,,1.0,0.03317190224895669,0.01491242400051013,0.125,same panel and antibiotic as primary,True
Supplementary Figure 6a-c,,MIC,Amikacin,AMI:P-vs-P-unt,P,P-unt,4,4,4.0,56.65617731547618,21.662220850756086,0.38234526007879527,0.20097396035592777,0.7273972092992582,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Figure 6a-c,,IC50,Cefepime,CEF:P-vs-P-unt,P,P-unt,4,4,4.0,0.0387308851493465,0.026208602553138886,0.6766848331009834,0.517136223140152,0.8854579177773187,"paired t on log10, aligned on culture",paired log-ratio t interval,-4.622188589679845,3.0,0.247126983645261,0.019063061538381408,0.014681566876603566,Welch,,0.013933015879917429,0.125,sign-flip,0.5152955334693613,0.8394975831846951,culture resampling and fit perturbation; empirical 2.5-97.5 percentiles,4000.0,20260915.0,,,0.019063061538381408,0.019063061538381408,0.019063061538381408,0.03463275920124744,,1.0,0.014681566876603566,0.013933015879917429,0.125,same panel and antibiotic as primary,True
Supplementary Figure 6a-c,,MIC,Cefepime,CEF:P-vs-P-unt,P,P-unt,4,4,4.0,0.16479650076553556,0.09445187007040076,0.5731424492124519,0.21312217952841575,1.5413330879785316,descriptive,paired log-ratio t interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
