dataset,strain,group,culture_id,drug,IC50,MIC,biological_unit,unit_type,lineage_id,matching,included_in_comparison,analysis_source,Experiment,Day,Plate,Plate_ID,Well,Row,Column
supp3_pcr,P6,P,6,Amikacin,1.8671780258019623,26.28682926586932,P6,culture,6,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,36|116,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12|E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,2|3|4|5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P7,P,7,Amikacin,2.3428260777137524,26.66288314867671,P7,culture,7,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,36,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P8,P,8,Amikacin,3.1204141050789835,45.63122815387165,P8,culture,8,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,37,A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,1|2|3,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P9,P,9,Amikacin,4.78367664930266,98.61428507992309,P9,culture,9,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,37,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12|E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,4|5|6,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P10,P,10,Amikacin,3.2845679945527646,55.84735668287935,P10,culture,10,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,37|38,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12|A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,7|1|2,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P1,P,1,Cefepime,0.038326503495386084,0.16894828525728908,P1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,67|128|130,A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,1|2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P2,P,2,Cefepime,0.03769818783462549,0.31442615598493306,P2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,67|128|130,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12|E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,4|5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P3,P,3,Cefepime,0.02806047660761293,0.15922005026167838,P3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,67|68|129|130,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12|A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,7|1|2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P4,P,4,Cefepime,0.03381407040760437,0.3402523743994889,P4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,68|129|130,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12|E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,3|4|5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P5,P,5,Cefepime,0.04303544639928328,0.22556117264683728,P5,culture,5,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,68|69|131|133,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12|A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,6|7|1|2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P6,P,6,Cefepime,0.035611559644781514,0.09660866489543081,P6,culture,6,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,1|2,,,69|131|133,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12|E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,2|3|4|5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P7,P,7,Cefepime,0.04003177222717989,0.06297940786573564,P7,culture,7,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,69,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P8,P,8,Cefepime,0.046615563090480185,0.22462497949520535,P8,culture,8,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,70,A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,1|2|3,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P9,P,9,Cefepime,0.049389032340961606,0.13461773366213906,P9,culture,9,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,70,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12|E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,4|5|6,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,P10,P,10,Cefepime,0.034044348881338386,0.05586367778214366,P10,culture,10,confirmed 18 September 2026; same-numbered pairs,False,cache/supp3_pcr__df_analysis.pkl,1,,,70|71,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12|A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,7|1|2,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr1,PCr,1,Levofloxacin,0.03730688160102,0.21134428019548376,PCr1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,104,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr2,PCr,2,Levofloxacin,0.12286958882428828,0.4735755559390175,PCr2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,104,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr3,PCr,3,Levofloxacin,0.1734326409830855,0.45847409033520353,PCr3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,105,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr4,PCr,4,Levofloxacin,0.18280266426068503,0.6581783007095521,PCr4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,105,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr5,PCr,5,Levofloxacin,0.15013116818803138,0.5378921414426295,PCr5,culture,5,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,106,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr6,PCr,6,Levofloxacin,0.20839747850743862,0.5209479927079974,PCr6,culture,6,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,106,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr1,PCr,1,Amikacin,10.094886899207856,72.82146152697909,PCr1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,118,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr2,PCr,2,Amikacin,8.000861951727279,22.875772895397684,PCr2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,118,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr3,PCr,3,Amikacin,8.847173631971993,14.60843186571418,PCr3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,119,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr4,PCr,4,Amikacin,4.184008984339003,18.09457883308305,PCr4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,119,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr5,PCr,5,Amikacin,2.412346736432653,60.54700642561134,PCr5,culture,5,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,120,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr6,PCr,6,Amikacin,2.129402425780553,40.31206123955119,PCr6,culture,6,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,120,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr1,PCr,1,Cefepime,0.0882139203212816,365.7884519261355,PCr1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,134|136,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr2,PCr,2,Cefepime,21.436487400406815,170.1099571938947,PCr2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,134|136,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr3,PCr,3,Cefepime,16.950216033333426,70.66953512970828,PCr3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,135|136,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr4,PCr,4,Cefepime,4.204709281141631,38.7458046318788,PCr4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,135|136,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr5,PCr,5,Cefepime,6.034161627602598,58.25513951063896,PCr5,culture,5,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,137|139,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp3_pcr,PCr6,PCr,6,Cefepime,4.399749353239391,28.96941152334835,PCr6,culture,6,confirmed 18 September 2026; same-numbered pairs,True,cache/supp3_pcr__df_analysis.pkl,2,,,137|139,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC1,ATEC,1,Levofloxacin,0.024820427538186033,0.07688279235440108,ATEC1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,107,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC2,ATEC,2,Levofloxacin,0.025645562208187974,0.08360662794144592,ATEC2,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,107,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC3,ATEC,3,Levofloxacin,0.02524980639647592,0.07594665905825307,ATEC3,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,108,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC4,ATEC,4,Levofloxacin,0.026431970092110006,0.10835298805141831,ATEC4,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,108,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC5,ATEC,5,Levofloxacin,0.023281364572267874,0.06902033588074141,ATEC5,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,109,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC6,ATEC,6,Levofloxacin,0.024580708818266052,0.08394596980072658,ATEC6,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,109,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C1,ATEC-C,1,Levofloxacin,0.026860893155649587,0.0779649035862799,ATEC-C1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,110,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C2,ATEC-C,2,Levofloxacin,0.024343701385616787,0.0863505583395722,ATEC-C2,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,110,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C3,ATEC-C,3,Levofloxacin,0.025018639379062284,0.07168716328627604,ATEC-C3,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,111,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C4,ATEC-C,4,Levofloxacin,0.028246274248692468,0.1293620958736404,ATEC-C4,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,111,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C5,ATEC-C,5,Levofloxacin,0.02812124775089652,0.09761967614688498,ATEC-C5,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,112,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C6,ATEC-C,6,Levofloxacin,0.03137430217991889,0.07860628307572971,ATEC-C6,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,112,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C-r1,ATEC-C-r,1,Levofloxacin,0.05846854528461515,0.42699400717969865,ATEC-C-r1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,113,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC1,ATEC,1,Amikacin,14.22519297893522,103.95698010516901,ATEC1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,121,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC2,ATEC,2,Amikacin,8.538239884694956,59.1002471911136,ATEC2,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,121,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC3,ATEC,3,Amikacin,7.969062741097515,60.58244088439459,ATEC3,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,122,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC4,ATEC,4,Amikacin,6.315492174528123,63.18070354120247,ATEC4,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,122,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC5,ATEC,5,Amikacin,8.194009923004973,48.599920051326016,ATEC5,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,123,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC6,ATEC,6,Amikacin,6.624767544688454,40.66778909174384,ATEC6,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,123,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C1,ATEC-C,1,Amikacin,3.2173850020139154,23.29795375963758,ATEC-C1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,124,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C2,ATEC-C,2,Amikacin,6.278814594246349,32.39707763041225,ATEC-C2,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,124,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C3,ATEC-C,3,Amikacin,7.692458187075159,43.53488132471466,ATEC-C3,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,125,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C4,ATEC-C,4,Amikacin,6.365344757608565,51.85774838082769,ATEC-C4,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,125,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C5,ATEC-C,5,Amikacin,9.032047874634026,28.068765695058495,ATEC-C5,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,126,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
