dataset,strain,group,culture_id,drug,IC50,MIC,biological_unit,unit_type,lineage_id,matching,included_in_comparison,analysis_source,Experiment,Day,Plate,Plate_ID,Well,Row,Column
supp4_atec,ATEC-C6,ATEC-C,6,Amikacin,7.555802813416105,52.817128971388186,ATEC-C6,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,126,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C-r1,ATEC-C-r,1,Amikacin,10.378019895468432,40.91444007117422,ATEC-C-r1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,127,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC3,ATEC,3,Cefepime,0.03309730695724207,0.2948339207778049,ATEC3,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,140|142,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC5,ATEC,5,Cefepime,0.032395179276947746,0.33273546916796587,ATEC5,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,141|142,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC6,ATEC,6,Cefepime,0.03930871299688693,0.5129940283335953,ATEC6,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,141|142,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C1,ATEC-C,1,Cefepime,0.0317567706451884,0.22336462661652992,ATEC-C1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,143|145,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C2,ATEC-C,2,Cefepime,0.03175635086708468,0.23803163347773412,ATEC-C2,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,143|145,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C4,ATEC-C,4,Cefepime,0.02905803142143779,0.21640223642240047,ATEC-C4,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,144|145,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C5,ATEC-C,5,Cefepime,0.03344668060686372,0.2948679969303604,ATEC-C5,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,146|148,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C6,ATEC-C,6,Cefepime,0.03929421937924871,0.3818292694491534,ATEC-C6,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,2,,,146|148,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC1,ATEC,1,Cefepime,0.05636216349117402,0.14444964538063826,ATEC1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,3,,,149|151,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC2,ATEC,2,Cefepime,0.04859784459895651,0.15747444774532265,ATEC2,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,3,,,149|151,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC4,ATEC,4,Cefepime,0.05963077215989954,0.19197324624025236,ATEC4,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,3,,,150|151,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C3,ATEC-C,3,Cefepime,0.050959278723463515,0.14756585887887058,ATEC-C3,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,3,,,150|151,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp4_atec,ATEC-C-r1,ATEC-C-r,1,Cefepime,0.7249744345058954,24.172660092355827,ATEC-C-r1,culture,,not established,True,cache/supp4_atec__df_analysis.pkl,3,,,152,A1|A2|A3|A4|A5|A6|A7|A8|A9|A10|A11|A12|B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|E1|E2|E3|E4|E5|F1|F2|F3|F4|F5|G1|G2|G3|G4|G5,1|2|3|5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P1,P,1,Levofloxacin,0.02545361311213176,0.06719275508112427,P1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,1,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P2,P,2,Levofloxacin,0.02748392010423085,0.09520572183377206,P2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,1,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P3,P,3,Levofloxacin,0.023339999975146013,0.07948551717003531,P3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,2,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P4,P,4,Levofloxacin,0.022791390587793378,0.07112462066244545,P4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,2,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt1,P-unt,1,Levofloxacin,0.03184902494104162,0.12899934378391428,P-unt1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,3,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt2,P-unt,2,Levofloxacin,0.03208040373919596,0.11568137816103727,P-unt2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,3,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt3,P-unt,3,Levofloxacin,0.027587675398065708,0.08135738205974956,P-unt3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,4,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt4,P-unt,4,Levofloxacin,0.029599653936205297,0.07712346104483572,P-unt4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,4,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P1,P,1,Amikacin,4.273277863257964,61.155178577600886,P1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,5,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P2,P,2,Amikacin,3.344435130197907,66.55587926411597,P2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,5,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P3,P,3,Amikacin,3.2369134616348885,45.58070538564919,P3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,6,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P4,P,4,Amikacin,3.087204461151498,55.537761190798975,P4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,6,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt1,P-unt,1,Amikacin,3.0131366082409103,30.112470381280033,P-unt1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,7,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt2,P-unt,2,Amikacin,2.044094170565018,16.477059296434682,P-unt2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,7,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt3,P-unt,3,Amikacin,2.7890119534128455,26.604478677553942,P-unt3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,8,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt4,P-unt,4,Amikacin,2.1190109632991594,16.681345340425693,P-unt4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,8,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P1,P,1,Cefepime,0.041482911795814016,0.18353424417313163,P1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,9,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P2,P,2,Cefepime,0.03599228086575682,0.1446098636327137,P2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,9,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P3,P,3,Cefepime,0.04021867703860345,0.20140156376070031,P3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,10,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P4,P,4,Cefepime,0.03747341792431881,0.13797934554071362,P4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,10,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt1,P-unt,1,Cefepime,0.029027870069454675,0.08868551973931509,P-unt1,culture,1,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,11,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt2,P-unt,2,Cefepime,0.022179374552974276,0.07892970953955675,P-unt2,culture,2,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,11,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt3,P-unt,3,Cefepime,0.023138131305961967,0.06128347797768561,P-unt3,culture,3,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,12,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12|C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12|D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,2|3|4,1|2|3|4|5|6|7|8|9|10|11|12
supp6_unt,P-unt4,P-unt,4,Cefepime,0.031672526833119885,0.18552635809470625,P-unt4,culture,4,confirmed 18 September 2026; same-numbered pairs,True,cache/supp6_unt__df_analysis.pkl,4,,,12,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12|F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12|G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,5|6|7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata1,gata,1,Levofloxacin,0.035306243999103114,0.07981775021815374,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,1,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata2,gata,2,Levofloxacin,0.03709516050271815,0.07334042337771897,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,1,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata3,gata,3,Levofloxacin,0.0380956469769711,0.06638473098522536,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,1,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc1,glvc,1,Levofloxacin,0.04026236109773444,0.07137511190869078,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,1,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc2,glvc,2,Levofloxacin,0.060154951465725776,0.19672262289475892,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,1,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc3,glvc,3,Levofloxacin,0.0593696225153516,0.20418029519728303,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,1,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa1,hipa,1,Levofloxacin,0.05198010409599951,0.1620131885666488,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,2,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa2,hipa,2,Levofloxacin,0.053842660536561074,0.17127377290136525,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,2,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa3,hipa,3,Levofloxacin,0.060209889524979764,0.17869451953182441,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,2,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb1,selb,1,Levofloxacin,0.09138449517349805,0.5673639573255753,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,2,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb2,selb,2,Levofloxacin,0.06740811189337441,0.1404715060420743,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,2,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb3,selb,3,Levofloxacin,0.10718430833099302,0.3335893264188505,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,2,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz1,rpoz,1,Levofloxacin,0.03381531061359891,0.07031389669456796,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,3,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz2,rpoz,2,Levofloxacin,0.04272442391255842,0.2159778819199483,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,3,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz3,rpoz,3,Levofloxacin,0.02908371206435956,0.08900331865492613,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,3,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh1,ftsh,1,Levofloxacin,0.02741050684038969,0.10531937380120424,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,3,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh2,ftsh,2,Levofloxacin,0.03305833187029728,0.09714077626946721,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,3,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh3,ftsh,3,Levofloxacin,0.03310836995821577,0.09782174997229065,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,3,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime1,fime,1,Levofloxacin,0.0379477009604838,0.06152966836349658,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,4,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime2,fime,2,Levofloxacin,0.07653336857933513,0.11520928335967724,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,4,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime3,fime,3,Levofloxacin,0.062378438581358185,0.17069069972539358,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,4,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG1,MG,1,Levofloxacin,0.03739927975799919,0.07034155111842015,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,4,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG2,MG,2,Levofloxacin,0.03677804136363831,0.07245698318627568,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,4,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG3,MG,3,Levofloxacin,0.03558515046857118,0.08684393951274327,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,4,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata1,gata,1,Amikacin,2.8926005327486357,38.31721221636491,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,5,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata2,gata,2,Amikacin,3.630432295382125,43.97272666443233,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,5,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata3,gata,3,Amikacin,3.0455394913994693,26.7357288887117,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,5,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc1,glvc,1,Amikacin,3.2936338793700415,30.54295381004582,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,5,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc2,glvc,2,Amikacin,4.473259425022631,57.27996807361242,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,5,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc3,glvc,3,Amikacin,3.757402294936288,71.03796304256086,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,5,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa1,hipa,1,Amikacin,2.7974475816547995,37.041018243137366,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,6,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa2,hipa,2,Amikacin,2.8218792533027663,39.77204815200725,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,6,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
