Day,Tube,Strain,Culture,Name,Replicate,Time,Count,Dilution,Factor,CFU,TimeZero,Fraction,source_excel_row,count_status,fraction_workbook,fraction_observed,included_in_original_panel,replicate_original,cfu_formula,formula_volume_mL,record_note,source_workbook,figure
1,1,ATEC,1,ATEC1,1,0,46,5,1e-05,229999999.99999997,229999999.99999997,1.0,2,measured,1.0,1.0,True,1,=H2/(J2*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,2,ATEC,1,ATEC1,2,0,49,5,1e-05,244999999.99999997,244999999.99999997,1.0,3,measured,1.0,1.0,True,2,=H3/(J3*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,3,ATEC,1,ATEC1,3,0,56,5,1e-05,280000000.0,280000000.0,1.0,4,measured,1.0,1.0,True,3,=H4/(J4*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,4,ATECc,1,ATECc1,1,0,30,5,1e-05,150000000.0,150000000.0,1.0,5,measured,1.0,1.0,True,1,=H5/(J5*0.02),0.019999999999999997,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,5,ATECc,1,ATECc1,2,0,28,5,1e-05,140000000.0,140000000.0,1.0,6,measured,1.0,1.0,True,2,=H6/(J6*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,6,ATECc,1,ATECc1,3,0,37,5,1e-05,184999999.99999997,184999999.99999997,1.0,7,measured,1.0,1.0,True,3,=H7/(J7*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,7,ATECc,2,ATECc2,1,0,37,5,1e-05,184999999.99999997,184999999.99999997,1.0,8,measured,1.0,1.0,True,1,=H8/(J8*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,8,ATECc,2,ATECc2,2,0,59,5,1e-05,295000000.0,295000000.0,1.0,9,measured,1.0,1.0,True,2,=H9/(J9*0.02),0.019999999999999997,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,9,ATECc,2,ATECc2,3,0,45,5,1e-05,224999999.99999997,224999999.99999997,1.0,10,measured,1.0,1.0,True,3,=H10/(J10*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,10,ATECc,3,ATECc3,1,0,51,5,1e-05,254999999.99999997,254999999.99999997,1.0,11,measured,1.0,1.0,True,1,=H11/(J11*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,11,ATECc,3,ATECc3,2,0,51,5,1e-05,254999999.99999997,254999999.99999997,1.0,12,measured,1.0,1.0,True,2,=H12/(J12*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,12,ATECc,3,ATECc3,3,0,41,5,1e-05,204999999.99999997,204999999.99999997,1.0,13,measured,1.0,1.0,True,3,=H13/(J13*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,13,ATECc,4,ATECc4,1,0,35,5,1e-05,174999999.99999997,174999999.99999997,1.0,14,measured,1.0,1.0,True,1,=H14/(J14*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,14,ATECc,4,ATECc4,2,0,29,5,1e-05,145000000.0,145000000.0,1.0,15,measured,1.0,1.0,True,2,=H15/(J15*0.02),0.019999999999999997,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,15,ATECc,4,ATECc4,3,0,37,5,1e-05,184999999.99999997,184999999.99999997,1.0,16,measured,1.0,1.0,True,3,=H16/(J16*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,16,ATECc,5,ATECc5,1,0,46,5,1e-05,229999999.99999997,229999999.99999997,1.0,17,measured,1.0,1.0,True,1,=H17/(J17*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,17,ATECc,5,ATECc5,2,0,37,5,1e-05,184999999.99999997,184999999.99999997,1.0,18,measured,1.0,1.0,True,2,=H18/(J18*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,18,ATECc,5,ATECc5,3,0,30,5,1e-05,150000000.0,150000000.0,1.0,19,measured,1.0,1.0,True,3,=H19/(J19*0.02),0.019999999999999997,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,19,ATECc,6,ATECc6,1,0,41,5,1e-05,204999999.99999997,204999999.99999997,1.0,20,measured,1.0,1.0,True,1,=H20/(J20*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,20,ATECc,6,ATECc6,2,0,41,5,1e-05,204999999.99999997,204999999.99999997,1.0,21,measured,1.0,1.0,True,2,=H21/(J21*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,21,ATECc,6,ATECc6,3,0,47,5,1e-05,234999999.99999997,234999999.99999997,1.0,22,measured,1.0,1.0,True,3,=H22/(J22*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,1,ATEC,1,ATEC1,1,1,79,1,0.1,39500.0,229999999.99999997,0.00017173913043478262,23,measured,0.00017173913043478262,0.00017173913043478262,True,1,=H23/(J23*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,2,ATEC,1,ATEC1,2,1,76,1,0.1,38000.0,244999999.99999997,0.00015510204081632656,24,measured,0.00015510204081632656,0.00015510204081632656,True,2,=H24/(J24*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,3,ATEC,1,ATEC1,3,1,106,1,0.1,53000.0,280000000.0,0.0001892857142857143,25,measured,0.0001892857142857143,0.0001892857142857143,True,3,=H25/(J25*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,4,ATECc,1,ATECc1,1,1,35,4,0.0001,17499999.999999996,150000000.0,0.11666666666666664,26,measured,0.11666666666666664,0.11666666666666664,True,1,=H26/(J26*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,5,ATECc,1,ATECc1,2,1,29,4,0.0001,14499999.999999998,140000000.0,0.10357142857142856,27,measured,0.10357142857142856,0.10357142857142856,True,2,=H27/(J27*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,6,ATECc,1,ATECc1,3,1,39,4,0.0001,19499999.999999996,184999999.99999997,0.1054054054054054,28,measured,0.1054054054054054,0.1054054054054054,True,3,=H28/(J28*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,7,ATECc,2,ATECc2,1,1,36,2,0.01,180000.0,184999999.99999997,0.0009729729729729731,29,measured,0.0009729729729729731,0.0009729729729729731,True,1,=H29/(J29*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,8,ATECc,2,ATECc2,2,1,35,2,0.01,175000.0,295000000.0,0.0005932203389830508,30,measured,0.0005932203389830508,0.0005932203389830508,True,2,=H30/(J30*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,9,ATECc,2,ATECc2,3,1,43,2,0.01,215000.0,224999999.99999997,0.0009555555555555556,31,measured,0.0009555555555555556,0.0009555555555555556,True,3,=H31/(J31*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,10,ATECc,3,ATECc3,1,1,91,1,0.1,45500.0,254999999.99999997,0.00017843137254901963,32,measured,0.00017843137254901963,0.00017843137254901963,True,1,=H32/(J32*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,11,ATECc,3,ATECc3,2,1,88,1,0.1,44000.0,254999999.99999997,0.00017254901960784316,33,measured,0.00017254901960784316,0.00017254901960784316,True,2,=H33/(J33*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,12,ATECc,3,ATECc3,3,1,89,1,0.1,44500.0,204999999.99999997,0.00021707317073170734,34,measured,0.00021707317073170734,0.00021707317073170734,True,3,=H34/(J34*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,13,ATECc,4,ATECc4,1,1,74,2,0.01,370000.0,174999999.99999997,0.002114285714285715,35,measured,0.002114285714285715,0.002114285714285715,True,1,=H35/(J35*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,14,ATECc,4,ATECc4,2,1,85,2,0.01,425000.0,145000000.0,0.0029310344827586207,36,measured,0.0029310344827586207,0.0029310344827586207,True,2,=H36/(J36*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,15,ATECc,4,ATECc4,3,1,69,2,0.01,345000.0,184999999.99999997,0.0018648648648648652,37,measured,0.0018648648648648652,0.0018648648648648652,True,3,=H37/(J37*0.02),0.02,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,16,ATECc,5,ATECc5,1,1,76,4,0.0001,37999999.99999999,229999999.99999997,0.16521739130434782,38,measured,0.16521739130434782,0.16521739130434782,True,1,=H38/(J38*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,17,ATECc,5,ATECc5,2,1,85,4,0.0001,42499999.99999999,184999999.99999997,0.22972972972972971,39,measured,0.22972972972972971,0.22972972972972971,True,2,=H39/(J39*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,18,ATECc,5,ATECc5,3,1,79,4,0.0001,39499999.99999999,150000000.0,0.2633333333333333,40,measured,0.2633333333333333,0.2633333333333333,True,3,=H40/(J40*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,19,ATECc,6,ATECc6,1,1,14,4,0.0001,6999999.999999999,204999999.99999997,0.03414634146341464,41,measured,0.03414634146341464,0.03414634146341464,True,1,=H41/(J41*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
1,20,ATECc,6,ATECc6,2,1,25,4,0.0001,12499999.999999998,204999999.99999997,0.06097560975609756,42,measured,0.06097560975609756,0.06097560975609756,True,2,=H42/(J42*0.02),0.020000000000000004,40 uL entries require confirmation,working/figures/Supplemental Figure 4 - Pb/E - MDK/mdk.ATECc.cultures.xlsx,Supplementary Figure 4
