"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.11815647328206e-05,-0.245516925153604,0.021,0.032,1,"6","gltB-3"
5.52471512756846e-05,-0.105016345345288,0.199,0.231,1,"6","guaB-2"
5.60784550587573e-05,-0.553224234666789,0.009,0.017,1,"6","talA-5"
5.90064098399063e-05,-0.217040285647664,0.028,0.04,1,"6","insE-4-3"
6.33203415497118e-05,-0.177409152281428,0.064,0.081,1,"6","pnp-1"
6.35261002987003e-05,-0.176455075950055,0.104,0.126,1,"6","obgE-4"
6.38038363270294e-05,-0.525923459169857,0.007,0.014,1,"6","yeaG-2"
6.74043894835724e-05,-0.637971976499587,0.009,0.016,1,"6","lpxM-4"
6.88567562265956e-05,-0.326550015294676,0.014,0.023,1,"6","ybiT-2"
7.26909909903319e-05,-0.208243107213916,0.074,0.092,1,"6","nudB-2"
7.33216732145519e-05,-0.181283293159542,0.048,0.063,1,"6","alaS-2"
7.46796997985859e-05,-0.698922847244275,0.009,0.016,1,"6","trkA-1"
7.86430517017852e-05,-0.557907651167556,0.007,0.014,1,"6","ybiV-3"
8.02913784667202e-05,-0.389284547810381,0.012,0.021,1,"6","speG-3"
8.21284953918558e-05,-0.183369924563959,0.054,0.069,1,"6","talB-5"
8.40495116248799e-05,-0.524696336777368,0.008,0.015,1,"6","yncE-1"
8.48225917441903e-05,-0.476470979490504,0.014,0.022,1,"6","seqA-5"
8.70894291083767e-05,-0.293397619297928,0.045,0.059,1,"6","rplO-1"
8.87947486057486e-05,-0.334240997990225,0.015,0.024,1,"6","mutH-2"
9.33890569064862e-05,-0.394285424795575,0.021,0.031,1,"6","nhaB-4"
9.41243737337253e-05,-0.115297705397186,0.041,0.054,1,"6","cysB-5"
9.51314489457513e-05,-0.197769722108021,0.048,0.062,1,"6","yjgI-4"
0.000100831602497837,-0.132786007736059,0.055,0.07,1,"6","rhlB-2"
0.000101583538518057,-0.19345064533976,0.08,0.099,1,"6","gidA-3"
0.000110703602106886,-0.119237030972743,0.023,0.033,1,"6","aspC-1"
0.000118314943716644,-0.180005645213269,0.027,0.038,1,"6","thiI-2"
0.000127818869079607,-0.25665983903265,0.031,0.043,1,"6","yjgP-4"
0.000132231191167931,-0.245142839255906,0.034,0.046,1,"6","damX-5"
0.000133444147284529,-0.192844977829183,0.081,0.099,1,"6","lpxC-2"
0.000138567736652608,-1.01873413604554,0.005,0.01,1,"6","gpsA-1"
0.000141663376329685,-0.228356660305208,0.025,0.036,1,"6","yeaC-1"
0.000147604714598961,-0.355578170576011,0.028,0.039,1,"6","cdsA-1"
0.000156003395586796,-0.222227883572395,0.02,0.03,1,"6","rluD-3"
0.000175651875885517,-0.63691508618193,0.006,0.013,1,"6","yggL-5"
0.000191133284053735,-0.171196310178277,0.035,0.047,1,"6","ybgC-5"
0.000203081661514203,-0.114251594440969,0.116,0.138,1,"6","kgtP-4"
0.000209175461584515,-0.390902961851812,0.019,0.028,1,"6","sohA-3"
0.000216571467979308,-0.447823083374717,0.017,0.025,1,"6","prmC-3"
0.000220451453166812,-0.134781683804671,0.071,0.088,1,"6","puuD-1"
0.000225606220357779,-0.283409343019658,0.033,0.045,1,"6","hscB-5"
0.0002320847573532,-0.453502443994799,0.01,0.017,1,"6","ygeR-2"
0.000234374269803463,-0.446126185078065,0.024,0.034,1,"6","rplV-5"
0.000238019253622168,-0.353152844102806,0.011,0.018,1,"6","ycjG-1"
0.0002546078150178,-0.128332613484044,0.192,0.218,1,"6","rplA-1"
0.000262669167973635,-0.103476822836605,0.068,0.085,1,"6","ahpF-1"
0.000264269518733583,-0.225910942043146,0.068,0.084,1,"6","fusA-2"
0.000271407595852072,-0.327882686151459,0.013,0.021,1,"6","fbaB-1"
0.000283718338395777,-0.493348695430072,0.014,0.022,1,"6","dusA-4"
0.000286264898493435,-0.124897607566709,0.073,0.09,1,"6","rseB-2"
0.000292511943763065,-0.665833169447565,0.006,0.011,1,"6","rfbB-2"
0.000293305824481728,-0.425317124387463,0.01,0.017,1,"6","katE-2"
0.00029981819548828,-0.338208795472598,0.01,0.017,1,"6","ycfQ-5"
0.000321767988217999,-0.31276639716805,0.013,0.021,1,"6","yieG-4"
0.000325318227001156,-0.882969500642478,0.006,0.011,1,"6","helD-1"
0.000347657835982186,-0.368964505119439,0.021,0.031,1,"6","yqfA-6"
0.000348826475997088,-0.791137225532472,0.005,0.011,1,"6","narX-5"
0.000370329632981623,-0.20867154398171,0.04,0.052,1,"6","rseA-3"
0.000395120694648791,-0.907467772838452,0.005,0.01,1,"6","rimI-5"
0.000397639242740334,-0.375464306218096,0.012,0.019,1,"6","frmA-3"
0.000398260822958645,-0.131062277935038,0.021,0.031,1,"6","fabA-4"
0.000416001662417527,-0.40457296213094,0.014,0.021,1,"6","yhbC-5"
0.000419271830354975,-0.520381858259277,0.009,0.015,1,"6","galU-5"
0.0004335496154795,-0.288848225080633,0.033,0.044,1,"6","ygiT-1"
0.000435930241209971,-0.492641486588856,0.01,0.017,1,"6","mglB-1"
0.000437718051193727,-0.840764142072539,0.006,0.012,1,"6","ddlA-4"
0.000456269552191795,-0.13953446329344,0.081,0.097,1,"6","marR-3"
0.000476038394127482,-0.337171601975459,0.014,0.022,1,"6","ruvB-4"
0.000483623996177613,-0.626782988030944,0.007,0.013,1,"6","frsA-1"
0.000505968496510296,-0.213651593069321,0.109,0.128,1,"6","rplF-3"
