Panel,value,Antibiotic,Group1,Group2,geomean1,geomean2,ratio,lo,hi,p,n1,n2,test,q_bh,p_holm_figure,k_bh,pooled_sd_log10,df_pooled,sig_bh,sig_holm
Figure 5b-d,IC50,Cefepime,MG,glvc,0.03384355593452377,0.03654328585946905,1.0797708707137152,0.8532469752083931,1.3664333623416587,0.969625261658957,3,3,"Dunnett (log10, pooled SD)",0.969625261658957,0.969625261658957,7.0,0.059077427872243286,16.0,False,False
Figure 5b-d,IC50,Cefepime,MG,hipa,0.03384355593452377,0.028807430940779952,0.8511939760855192,0.6726229657691296,1.0771728320275087,0.562398913226801,3,3,"Dunnett (log10, pooled SD)",0.562398913226801,0.562398913226801,7.0,0.059077427872243286,16.0,False,False
Figure 5b-d,IC50,Cefepime,MG,selb,0.03384355593452377,0.037045414249421704,1.094607621051774,0.8649711406690735,1.3852090407754145,0.9348665762186521,3,3,"Dunnett (log10, pooled SD)",0.9348665762186521,0.9348665762186521,7.0,0.059077427872243286,16.0,False,False
Figure 5b-d,IC50,Cefepime,MG,rpoz,0.03384355593452377,0.028192875751919654,0.8330352698890053,0.6582737537685946,1.05419326975475,0.4402214915810455,3,3,"Dunnett (log10, pooled SD)",0.4402214915810455,0.4402214915810455,7.0,0.059077427872243286,16.0,False,False
Figure 5b-d,IC50,Cefepime,MG,ftsh,0.03384355593452377,0.04175199483381078,1.2336763581990988,0.974864806571149,1.5611983800425697,0.30891103225543937,3,3,"Dunnett (log10, pooled SD)",0.30891103225543937,0.30891103225543937,7.0,0.059077427872243286,16.0,False,False
Figure 5b-d,IC50,Cefepime,MG,fime,0.03384355593452377,0.028999088663421758,0.8568570252938411,0.6770979703636351,1.0843393333480331,0.6022005843925726,3,3,"Dunnett (log10, pooled SD)",0.6022005843925726,0.6022005843925726,7.0,0.059077427872243286,16.0,False,False
Figure 5b-d,IC50,Levofloxacin,MG,gata,0.03657970628464055,0.0368141441732241,1.0064089603880169,0.7217757117495006,1.4032877236811363,0.9999999997513648,3,3,"Dunnett (log10, pooled SD)",0.9999999997513648,0.9999999997513648,7.0,0.0834089851584474,16.0,False,False
Figure 5b-d,IC50,Levofloxacin,MG,glvc,0.03657970628464055,0.05238958633421076,1.432203581038829,1.0271468158192214,1.996995040971299,0.16093312140710203,3,3,"Dunnett (log10, pooled SD)",0.16093312140710203,0.16093312140710203,7.0,0.0834089851584474,16.0,False,False
Figure 5b-d,IC50,Levofloxacin,MG,hipa,0.03657970628464055,0.055234508727899485,1.509976824256019,1.0829241788869268,2.1054382700493393,0.08766897575096577,3,3,"Dunnett (log10, pooled SD)",0.08766897575096577,0.08766897575096577,7.0,0.0834089851584474,16.0,False,False
Figure 5b-d,IC50,Levofloxacin,MG,selb,0.03657970628464055,0.0870773685840443,2.3804829898431197,1.7072332142583089,3.3192297441297622,0.00027582993461527927,3,3,"Dunnett (log10, pooled SD)",0.00027582993461527927,0.00027582993461527927,7.0,0.0834089851584474,16.0,True,True
Figure 5b-d,IC50,Levofloxacin,MG,rpoz,0.03657970628464055,0.03476533972411098,0.9503996410903002,0.6816069852259129,1.3251910519743186,0.999622228122971,3,3,"Dunnett (log10, pooled SD)",0.999622228122971,0.999622228122971,7.0,0.0834089851584474,16.0,False,False
Figure 5b-d,IC50,Levofloxacin,MG,ftsh,0.03657970628464055,0.03107267196634316,0.8494511061558266,0.6092087817914887,1.1844333228872022,0.8288171998174085,3,3,"Dunnett (log10, pooled SD)",0.8288171998174085,0.8288171998174085,7.0,0.0834089851584474,16.0,False,False
Figure 5b-d,IC50,Levofloxacin,MG,fime,0.03657970628464055,0.056583559749367046,1.5468565906207374,1.1093735853059508,2.156861623207766,0.06561488204941113,3,3,"Dunnett (log10, pooled SD)",0.06561488204941113,0.06561488204941113,7.0,0.0834089851584474,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,gata,56.37369386495074,35.58140636688897,0.6311703904329574,0.3426716358995679,1.162559196688372,0.46887678369048946,3,3,"Dunnett (log10, pooled SD)",0.46887678369048946,0.46887678369048946,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,glvc,56.37369386495074,49.90393221488789,0.8852343849320596,0.4806066942258404,1.6305222662957835,0.9980109102720388,3,3,"Dunnett (log10, pooled SD)",0.9980109102720388,0.9980109102720388,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,hipa,56.37369386495074,40.55568857208014,0.7194080393105988,0.3905771459601587,1.3250850245024661,0.7667806549826992,3,3,"Dunnett (log10, pooled SD)",0.7667806549826992,0.7667806549826992,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,selb,56.37369386495074,40.37907221474988,0.7162750823368484,0.3888762177992835,1.3193143990138971,0.7571386152570496,3,3,"Dunnett (log10, pooled SD)",0.7571386152570496,0.7571386152570496,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,rpoz,56.37369386495074,45.83477459585048,0.8130525330777975,0.44141811118696667,1.4975697752107575,0.9633487230248429,3,3,"Dunnett (log10, pooled SD)",0.9633487230248429,0.9633487230248429,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,ftsh,56.37369386495074,27.13370921696425,0.4813186320904565,0.2613149246976569,0.8865457105653999,0.10354143404509675,3,3,"Dunnett (log10, pooled SD)",0.10354143404509675,0.10354143404509675,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Amikacin,MG,fime,56.37369386495074,76.56380855285009,1.358147804475381,0.7373583061045378,2.501586329916228,0.8160805939201061,3,3,"Dunnett (log10, pooled SD)",0.8160805939201061,0.8160805939201061,7.0,0.15325504632218614,16.0,False,False
Figure 5b-d,MIC,Cefepime,MG,gata,0.11862404246811149,0.09585183235018076,0.8080303988624198,0.426312723736124,1.5315356289715076,0.9661408292316221,3,3,"Dunnett (log10, pooled SD)",0.9661408292316221,0.9661408292316221,7.0,0.16043684687275123,16.0,False,False
Figure 5b-d,MIC,Cefepime,MG,glvc,0.11862404246811149,0.09703736743908661,0.8180244528858658,0.4315855357465378,1.5504782947874503,0.9747287441687245,3,3,"Dunnett (log10, pooled SD)",0.9747287441687245,0.9747287441687245,7.0,0.16043684687275123,16.0,False,False
Figure 5b-d,MIC,Cefepime,MG,hipa,0.11862404246811149,0.06885015641409822,0.5804064250517049,0.30621947427483925,1.1000986107727104,0.35209454709745835,3,3,"Dunnett (log10, pooled SD)",0.35209454709745835,0.35209454709745835,7.0,0.16043684687275123,16.0,False,False
Figure 5b-d,MIC,Cefepime,MG,selb,0.11862404246811149,0.21436175806709729,1.8070683953020907,0.9534000832929926,3.4251058317729792,0.27697017488637377,3,3,"Dunnett (log10, pooled SD)",0.27697017488637377,0.27697017488637377,7.0,0.16043684687275123,16.0,False,False
Figure 5b-d,MIC,Cefepime,MG,rpoz,0.11862404246811149,0.06095476865579883,0.5138483513760265,0.2711037735347989,0.9739448653523374,0.18529237457246173,3,3,"Dunnett (log10, pooled SD)",0.18529237457246173,0.18529237457246173,7.0,0.16043684687275123,16.0,False,False
Figure 5b-d,MIC,Cefepime,MG,ftsh,0.11862404246811149,0.1596229963011262,1.3456209464791762,0.7099427591060133,2.5504813006102216,0.859764927993752,3,3,"Dunnett (log10, pooled SD)",0.859764927993752,0.859764927993752,7.0,0.16043684687275123,16.0,False,False
